Time Elapsed (s),Lat (deg),Lon (deg),Geoaltitude (m),Impact pressure (Pa),Meas. Static Temp (K)
16192,32.33,49.133,11879,11062.41,217.7786
16196,32.323,49.139,11880,11120.74,217.6572
16200,32.316,49.145,11879,11122.5,217.6572
16204,32.309,49.151,11880,11102.88,217.9572
16208,32.301,49.157,11879,11044.61,218.0786
16212,32.294,49.163,11880,11042.87,218.0786
16216,32.286,49.169,11879,11062.41,217.7786
16220,32.279,49.175,11880,11042.87,218.0786
16224,32.272,49.18,11879,11044.61,218.0786
16228,32.264,49.185,11879,11002.54,217.8998
16232,32.256,49.19,11879,11002.54,217.8998
16236,32.248,49.194,11880,10941.16,218.0207
16240,32.24,49.197,11879,10942.89,218.0207
16244,32.231,49.199,11879,10942.89,218.0207
16248,32.224,49.201,11877,10946.35,218.0207
16252,32.215,49.203,11877,10946.35,218.0207
16256,32.207,49.205,11877,10946.35,218.0207
16260,32.199,49.206,11876,10990.02,218.1998
16264,32.19,49.207,11877,11006.02,217.8998
16268,32.181,49.207,11876,11049.85,218.0786
16272,32.173,49.207,11877,11006.02,217.8998
16276,32.165,49.207,11877,11048.11,218.0786
16280,32.157,49.207,11878,11106.39,217.9572
16284,32.149,49.206,11877,11180.37,217.8112
16288,32.14,49.206,11877,11259.25,217.3892
16292,32.132,49.206,11878,11178.61,217.8112
16296,32.123,49.205,11879,11104.64,217.9572
16300,32.115,49.205,11877,11180.37,217.8112
16304,32.107,49.205,11879,11176.84,217.8112
16308,32.099,49.204,11878,11239.45,217.6892
16312,32.091,49.204,11878,11178.61,217.8112
16316,32.083,49.204,11880,11175.07,217.8112
16320,32.073,49.203,11880,11175.07,217.8112
16324,32.065,49.203,11880,11175.07,217.8112
16328,32.057,49.203,11879,11159.23,218.1112
16332,32.049,49.202,11879,11237.68,217.6892
16336,32.041,49.202,11878,11221.46,217.9892
16340,32.032,49.202,11880,11217.91,217.9892
16344,32.024,49.202,11878,11282.15,217.867
16348,32.015,49.201,11878,11282.15,217.867
16352,32.007,49.201,11878,11282.15,217.867
16356,31.999,49.201,11879,11341.27,217.7445
16360,31.991,49.2,11877,11344.85,217.7445
16364,31.982,49.2,11877,11363.3,217.4445
16368,31.974,49.2,11879,11359.71,217.4445
16372,31.966,49.2,11879,11377.86,217.1445
16376,31.957,49.199,11879,11359.71,217.4445
16380,31.949,49.199,11879,11377.86,217.1445
16384,31.941,49.199,11880,11376.06,217.1445
16388,31.933,49.199,11879,11316.82,217.267
16392,31.924,49.198,11880,11388.48,216.9445
16396,31.916,49.198,11879,11377.86,217.1445
16400,31.908,49.197,11879,11328.88,217.067
16404,31.899,49.197,11879,11316.82,217.267
16408,31.891,49.197,11879,11328.88,217.067
16412,31.883,49.197,11879,11328.88,217.067
16416,31.875,49.196,11879,11328.88,217.067
16420,31.866,49.196,11879,11267.7,217.1892
16424,31.858,49.196,11879,11279.73,216.9892
16428,31.85,49.196,11879,11219.05,217.1112
16432,31.841,49.195,11879,11219.05,217.1112
16436,31.833,49.195,11878,11220.83,217.1112
16440,31.825,49.194,11879,11219.05,217.1112
16444,31.817,49.194,11878,11166.03,216.9572
16448,31.809,49.194,11878,11166.03,216.9572
16452,31.801,49.194,11877,11167.79,216.9572
16456,31.792,49.193,11878,11166.03,216.9572
16460,31.784,49.193,11878,11166.03,216.9572
16464,31.776,49.193,11879,11164.26,216.9572
16468,31.767,49.192,11879,11164.26,216.9572
16472,31.76,49.192,11878,11166.03,216.9572
16476,31.751,49.192,11879,11164.26,216.9572
16480,31.743,49.192,11879,11164.26,216.9572
16484,31.735,49.191,11878,11166.03,216.9572
16488,31.726,49.191,11878,11166.03,216.9572
16492,31.718,49.191,11878,11166.03,216.9572
16496,31.71,49.19,11877,11167.79,216.9572
16500,31.702,49.19,11878,11166.03,216.9572
16504,31.694,49.19,11878,11166.03,216.9572
16508,31.685,49.19,11877,11167.79,216.9572
16512,31.677,49.189,11878,11166.03,216.9572
16516,31.668,49.189,11878,11166.03,216.9572
16520,31.66,49.188,11877,11167.79,216.9572
16524,31.652,49.188,11878,11166.03,216.9572
16528,31.644,49.188,11878,11166.03,216.9572
16532,31.636,49.188,11879,11237.04,216.8112
16536,31.628,49.187,11878,11238.82,216.8112
16540,31.619,49.187,11878,11238.82,216.8112
16544,31.611,49.187,11878,11238.82,216.8112
16548,31.602,49.187,11879,11164.26,216.9572
16552,31.594,49.186,11879,11164.26,216.9572
16556,31.587,49.186,11879,11164.26,216.9572
16560,31.578,49.186,11879,11164.26,216.9572
16564,31.57,49.185,11879,11104.01,217.0786
16568,31.562,49.185,11878,11105.77,217.0786
16572,31.553,49.185,11879,11104.01,217.0786
16576,31.545,49.185,11878,11166.03,216.9572
16580,31.537,49.184,11879,11164.26,216.9572
16584,31.529,49.184,11879,11164.26,216.9572
16588,31.521,49.184,11880,11144.59,217.2572
16592,31.513,49.183,11880,11084.42,217.3786
16596,31.504,49.183,11880,11084.42,217.3786
16600,31.496,49.183,11880,11084.42,217.3786
16604,31.487,49.182,11880,11084.42,217.3786
16608,31.479,49.182,11880,11084.42,217.3786
16612,31.471,49.182,11879,11086.17,217.3786
16616,31.463,49.181,11879,11146.35,217.2572
16620,31.455,49.181,11878,11087.92,217.3786
16624,31.447,49.181,11878,11087.92,217.3786
16628,31.438,49.181,11878,11016.11,217.6998
16632,31.43,49.181,11879,11074.29,217.5786
16636,31.421,49.18,11878,11076.04,217.5786
16640,31.413,49.18,11879,11074.29,217.5786
16644,31.405,49.179,11878,11076.04,217.5786
16648,31.397,49.179,11879,11134.42,217.4572
16652,31.389,49.179,11880,11132.66,217.4572
16656,31.38,49.179,11880,11205.3,217.3112
16660,31.372,49.178,11879,11207.07,217.3112
16664,31.363,49.178,11879,11207.07,217.3112
16668,31.355,49.178,11879,11207.07,217.3112
16672,31.347,49.177,11880,11205.3,217.3112
16676,31.339,49.177,11880,11205.3,217.3112
16680,31.33,49.177,11880,11193.33,217.5112
16684,31.322,49.176,11880,11193.33,217.5112
16688,31.314,49.176,11880,11205.3,217.3112
16692,31.305,49.176,11880,11205.3,217.3112
16696,31.297,49.176,11879,11207.07,217.3112
16700,31.289,49.175,11879,11207.07,217.3112
16704,31.281,49.175,11879,11267.7,217.1892
16708,31.272,49.175,11880,11265.92,217.1892
16712,31.264,49.175,11880,11265.92,217.1892
16716,31.256,49.174,11880,11205.3,217.3112
16720,31.247,49.174,11880,11265.92,217.1892
16724,31.239,49.174,11879,11267.7,217.1892
16728,31.231,49.173,11880,11265.92,217.1892
16732,31.223,49.173,11880,11327.09,217.067
16736,31.215,49.173,11880,11315.03,217.267
16740,31.206,49.172,11879,11316.82,217.267
16744,31.198,49.172,11879,11316.82,217.267
16748,31.189,49.172,11880,11265.92,217.1892
16752,31.182,49.171,11880,11265.92,217.1892
16756,31.173,49.171,11880,11277.95,216.9892
16760,31.165,49.171,11880,11277.95,216.9892
16764,31.157,49.17,11880,11277.95,216.9892
16768,31.148,49.17,11880,11265.92,217.1892
16772,31.14,49.17,11880,11265.92,217.1892
16776,31.132,49.169,11879,11267.7,217.1892
16780,31.123,49.169,11879,11267.7,217.1892
16784,31.115,49.169,11879,11255.69,217.3892
16788,31.107,49.169,11879,11267.7,217.1892
16792,31.099,49.169,11879,11267.7,217.1892
16796,31.09,49.168,11879,11267.7,217.1892
16800,31.082,49.168,11879,11255.69,217.3892
16804,31.074,49.168,11879,11255.69,217.3892
16808,31.066,49.167,11879,11195.1,217.5112
16812,31.058,49.167,11880,11193.33,217.5112
16816,31.049,49.167,11880,11193.33,217.5112
16820,31.041,49.167,11880,11193.33,217.5112
16824,31.033,49.166,11880,11193.33,217.5112
16828,31.024,49.166,11880,11120.74,217.6572
16832,31.016,49.166,11880,11132.66,217.4572
16836,31.008,49.165,11880,11132.66,217.4572
16840,31,49.165,11880,11193.33,217.5112
16844,30.991,49.165,11880,11120.74,217.6572
16848,30.983,49.164,11879,11122.5,217.6572
16852,30.975,49.164,11879,11122.5,217.6572
16856,30.966,49.164,11878,11124.26,217.6572
16860,30.958,49.164,11879,11195.1,217.5112
16864,30.95,49.163,11879,11195.1,217.5112
16868,30.942,49.163,11879,11195.1,217.5112
16872,30.934,49.163,11880,11193.33,217.5112
16876,30.925,49.162,11880,11193.33,217.5112
16880,30.916,49.162,11880,11193.33,217.5112
16884,30.909,49.162,11879,11195.1,217.5112
16888,30.9,49.161,11880,11193.33,217.5112
16892,30.892,49.161,11880,11193.33,217.5112
16896,30.884,49.161,11880,11193.33,217.5112
16900,30.875,49.161,11880,11193.33,217.5112
16904,30.867,49.16,11880,11193.33,217.5112
16908,30.859,49.16,11880,11253.91,217.3892
16912,30.851,49.16,11880,11253.91,217.3892
16916,30.842,49.159,11879,11255.69,217.3892
16920,30.834,49.159,11880,11253.91,217.3892
16924,30.826,49.159,11880,11253.91,217.3892
16928,30.818,49.158,11880,11253.91,217.3892
16932,30.809,49.158,11880,11253.91,217.3892
16936,30.801,49.158,11880,11253.91,217.3892
16940,30.792,49.158,11880,11193.33,217.5112
16944,30.784,49.157,11879,11176.84,217.8112
16948,30.776,49.157,11879,11176.84,217.8112
16952,30.768,49.157,11880,11253.91,217.3892
16956,30.76,49.156,11879,11255.69,217.3892
16960,30.751,49.156,11879,11255.69,217.3892
16964,30.743,49.156,11879,11195.1,217.5112
16968,30.734,49.156,11879,11195.1,217.5112
16972,30.727,49.155,11879,11195.1,217.5112
16976,30.719,49.155,11879,11195.1,217.5112
16980,30.71,49.155,11879,11195.1,217.5112
16984,30.701,49.154,11877,11198.64,217.5112
16988,30.694,49.154,11871,11209.27,217.5112
16992,30.685,49.154,11858,11214.01,217.8112
16996,30.677,49.154,11836,11253.07,217.8112
17000,30.668,49.153,11804,11353.5,217.9892
17004,30.661,49.153,11770,11464.18,218.067
17008,30.652,49.153,11723,11537.36,218.267
17012,30.644,49.153,11671,11708.56,218.8218
17016,30.635,49.152,11621,11788.91,219.0218
17020,30.627,49.152,11569,11911.9,219.4989
17024,30.619,49.152,11518,11918.04,219.1445
17028,30.61,49.151,11469,12010.72,219.1445
17032,30.603,49.151,11426,11898.43,219.5112
17036,30.594,49.151,11375,12007.62,219.3112
17040,30.586,49.15,11313,12159.11,219.6892
17044,30.577,49.15,11250,12214.79,219.8112
17048,30.569,49.15,11183,12411.57,219.6892
17052,30.561,49.149,11116,12646.23,219.9445
17056,30.552,49.149,11051,12880.62,220.1989
17060,30.545,49.148,10998,13024.36,220.5757
17064,30.537,49.147,10943,13033.07,221.1989
17068,30.528,49.146,10887,13043.75,221.8218
17072,30.52,49.145,10833,13211.63,221.8989
17076,30.511,49.144,10773,13223.53,222.6218
17080,30.503,49.143,10709,13400.4,222.8989
17084,30.495,49.142,10641,13573.27,223.3757
17088,30.487,49.142,10581,13738.67,223.9275
17092,30.479,49.141,10511,13912.59,224.5037
17096,30.471,49.14,10442,13877.06,225.0757
17100,30.462,49.139,10372,13932.38,225.4989
17104,30.453,49.138,10293,14316.21,225.5037
17108,30.445,49.137,10210,14517.84,226.1797
17112,30.437,49.136,10131,14635.51,226.9797
17116,30.428,49.135,10061,14700.04,227.3037
17120,30.42,49.134,9979,14848.08,227.8037
17124,30.412,49.133,9888,15161.83,228.2555
17128,30.403,49.132,9790,15655.04,228.7309
17132,30.394,49.132,9694,15947.16,229.7795
17136,30.386,49.13,9610,16154.68,230.6535
17140,30.377,49.13,9532,16349.12,231.5272
17144,30.369,49.129,9466,16541.03,232.1007
17148,30.36,49.128,9392,16642.72,233.1007
17152,30.352,49.127,9317,16851.69,233.7739
17156,30.343,49.126,9247,16961.84,234.5739
17160,30.334,49.125,9187,17080.8,234.9739
17164,30.326,49.124,9136,16982.91,235.8272
17168,30.317,49.123,9087,17090.69,236.0272
17172,30.309,49.122,9046,17000.69,236.4795
17176,30.3,49.121,9000,17092.33,236.7795
17180,30.292,49.12,8954,17006.18,237.3309
17184,30.284,49.119,8907,17001.42,237.6812
17188,30.275,49.118,8860,17031.19,237.8062
17192,30.266,49.118,8814,17010.43,237.5555
17196,30.258,49.117,8767,16950.78,237.8037
17200,30.25,49.116,8727,16936.92,238.2275
17204,30.242,49.115,8680,16842.66,238.6989
17208,30.233,49.114,8631,16859.05,239.0218
17212,30.225,49.113,8580,16848.22,239.7445
17216,30.216,49.112,8526,16966.17,239.9445
17220,30.209,49.111,8472,16970.84,240.567
17224,30.2,49.11,8419,17078.24,240.867
17228,30.192,49.11,8377,17166.99,241.067
17232,30.184,49.108,8332,17083.15,241.5112
17236,30.176,49.108,8292,16960.54,242.0786
17240,30.168,49.107,8246,16960.58,242.4998
17244,30.16,49.106,8200,16878.81,242.9414
17248,30.151,49.105,8151,16804.37,243.382
17252,30.143,49.104,8099,16800.51,243.8259
17256,30.136,49.103,8049,16883.03,244.3259
17260,30.128,49.102,7991,16845.67,244.5649
17264,30.12,49.102,7935,16786.58,245.0029
17268,30.111,49.101,7877,16814.27,245.4215
17272,30.103,49.1,7815,16767.13,245.6816
17276,30.095,49.099,7751,16808.62,246.0995
17280,30.087,49.098,7685,16757.16,246.7344
17284,30.08,49.097,7630,16776.21,247.1515
17288,30.072,49.096,7573,16799.63,247.5683
17292,30.063,49.095,7526,16806.81,247.8849
17296,30.055,49.094,7488,16774.58,248.2245
17300,30.047,49.094,7458,16733.19,248.6405
17304,30.039,49.093,7435,16788.14,248.6405
17308,30.031,49.092,7414,16724.91,249.0563
17312,30.022,49.091,7390,16766.65,249.2563
17316,30.015,49.09,7371,16797.03,249.4563
17320,30.007,49.089,7349,16849.65,249.4563
17324,29.999,49.088,7330,16872.32,249.7563
17328,29.991,49.087,7318,16878.2,250.0563
17332,29.983,49.087,7312,16892.59,250.0563
17336,29.975,49.086,7309,16899.79,250.0563
17340,29.967,49.085,7305,16909.39,250.0563
17344,29.959,49.084,7293,16831.9,250.3719
17348,29.951,49.083,7272,16882.13,250.3719
17352,29.943,49.082,7241,16849.85,250.6872
17356,29.934,49.081,7200,16925.43,250.9872
17360,29.926,49.08,7153,16999.86,251.4872
17364,29.919,49.08,7102,16923.97,251.917
17368,29.911,49.079,7057,17008.99,252.217
17372,29.903,49.077,7002,17102.94,252.717
17376,29.895,49.075,6946,17088.77,253.3545
17380,29.887,49.073,6895,17096.25,253.7687
17384,29.88,49.069,6845,17015.63,254.1965
17388,29.873,49.066,6796,17025.29,254.51
17392,29.866,49.06,6747,17190.07,254.9965
17396,29.86,49.055,6700,17194.58,255.31
17400,29.854,49.05,6663,17000.32,255.4715
17404,29.849,49.044,6622,16820.22,255.8082
17408,29.843,49.037,6576,16743.56,256.0314
17412,29.838,49.03,6521,16842.99,256.4314
17416,29.834,49.023,6462,17030.15,256.9199
17420,29.829,49.016,6406,17039.47,257.4314
17424,29.826,49.008,6354,17005.94,258.1648
17428,29.823,49.001,6313,16994.28,258.4757
17432,29.82,48.992,6265,16999.25,258.7864
17436,29.817,48.984,6216,16998.46,259.1968
17440,29.814,48.976,6168,16981.08,259.807
17444,29.811,48.968,6120,16984.81,260.1169
17448,29.808,48.959,6072,16981.5,260.5266
17452,29.805,48.951,6023,16867.86,261.067
17456,29.803,48.944,5979,16955.46,261.267
17460,29.8,48.936,5927,17040.2,261.767
17464,29.797,48.928,5877,17121.04,262.267
17468,29.794,48.919,5830,17100.02,262.8759
17472,29.791,48.911,5784,17186.12,263.1759
17476,29.788,48.903,5742,17174.81,263.4845
17480,29.785,48.895,5703,17156.14,263.7929
17484,29.783,48.888,5670,17116.33,264.201
17488,29.78,48.88,5635,17080.91,264.6089
17492,29.777,48.872,5599,17050.35,264.7381
17496,29.774,48.864,5562,16837.02,265.2593
17500,29.771,48.856,5521,16836.43,265.3659
17504,29.768,48.848,5475,17001.08,265.7593
17508,29.765,48.84,5428,17184.47,265.9525
17512,29.763,48.833,5394,17249.06,266.1525
17516,29.76,48.825,5360,17039.68,266.4723
17520,29.757,48.817,5327,16810.4,266.8109
17524,29.755,48.809,5288,16709.06,267.0212
17528,29.752,48.802,5240,16614.42,267.4306
17532,29.749,48.794,5184,16719.22,267.7306
17536,29.746,48.786,5128,16810.6,268.2306
17540,29.744,48.779,5076,16818.87,268.5349
17544,29.741,48.771,5019,17098.89,268.926
17548,29.738,48.763,4966,17192.02,269.326
17552,29.735,48.755,4920,17179.14,269.7306
17556,29.732,48.748,4878,17240.47,270.2306
17560,29.73,48.739,4840,17216.32,270.5349
17564,29.727,48.732,4804,17160.48,270.9597
17568,29.724,48.725,4775,17205.85,271.2597
17572,29.721,48.717,4742,17085.93,271.467
17576,29.719,48.709,4710,17047.6,271.7703
17580,29.716,48.702,4676,16929.61,271.976
17584,29.713,48.694,4639,16915.63,272.0785
17588,29.71,48.686,4599,16875.32,272.4012
17592,29.708,48.679,4557,16851.61,272.8032
17596,29.705,48.672,4519,16819.23,273.2049
17600,29.703,48.664,4474,16905.61,273.4049
17604,29.7,48.657,4428,16897.61,273.7064
17608,29.697,48.649,4381,16884.21,274.1076
17612,29.694,48.642,4334,16793.27,274.3093
17616,29.692,48.634,4287,16780.08,274.4298
17620,29.689,48.626,4237,16826.28,274.03
17624,29.686,48.62,4189,16769.69,273.7296
17628,29.684,48.612,4136,16754.42,274.329
17632,29.681,48.604,4080,16864.05,274.529
17636,29.678,48.597,4022,17137.23,275.1299
17640,29.675,48.589,3967,17428.04,275.4298
17644,29.673,48.581,3923,17392.26,276.03
17648,29.67,48.574,3890,17365.76,276.1299
17652,29.668,48.567,3864,17208.59,276.529
17656,29.665,48.559,3842,16950.97,276.6455
17660,29.662,48.551,3826,16701.76,276.7399
17664,29.66,48.544,3813,16337.8,276.8483
17668,29.657,48.537,3798,16001.55,276.9332
17672,29.654,48.529,3784,15737.63,277.0382
17676,29.652,48.522,3770,15494.81,277.1219
17680,29.649,48.516,3758,15255.78,277.1033
17684,29.647,48.508,3744,15004.6,277.101
17688,29.644,48.501,3730,14848.06,277.2858
17692,29.642,48.494,3718,14590.77,277.3794
17696,29.639,48.487,3706,14443.88,277.3616
17700,29.637,48.48,3695,14123.34,277.423
17704,29.634,48.473,3683,13878.78,277.4092
17708,29.632,48.467,3673,13655.97,277.2752
17712,29.629,48.461,3656,13424.33,277.2566
17716,29.627,48.453,3630,13297.57,277.4311
17720,29.624,48.447,3591,13193.2,277.6046
17724,29.622,48.44,3538,13080.47,278.0944
17728,29.619,48.433,3481,12912.16,278.5511
17732,29.617,48.427,3420,13088.65,278.6658
17736,29.615,48.421,3363,13154.73,279.2658
17740,29.612,48.414,3297,13246.7,279.6658
17744,29.61,48.407,3240,13154.88,280.1362
17748,29.608,48.4,3186,13058.55,280.6057
17752,29.605,48.394,3130,12962.83,280.791
17756,29.603,48.387,3071,12964.79,281.0748
17760,29.6,48.38,3007,13339.77,281.0057
17764,29.598,48.374,2951,13492.8,281.5211
17768,29.596,48.368,2893,13661.69,281.8362
17772,29.593,48.361,2847,13636.45,282.2211
17776,29.591,48.355,2808,13417.67,282.491
17780,29.589,48.348,2775,13121.1,282.8247
17784,29.586,48.341,2740,12813.22,283.1708
17788,29.584,48.335,2715,12422.38,283.2933
17792,29.582,48.329,2693,12119.6,283.6137
17796,29.58,48.324,2666,11820.89,283.7458
17800,29.578,48.317,2636,11449,283.951
17804,29.576,48.311,2613,11026.57,283.8101
17808,29.573,48.305,2580,10750.29,283.9261
17812,29.571,48.299,2527,10502.79,284.0378
17816,29.569,48.294,2465,10364.67,283.9577
17820,29.567,48.288,2409,10426.18,284.2577
17824,29.565,48.282,2341,10507.78,284.4577
17828,29.563,48.276,2275,10732.97,284.8113
17832,29.561,48.27,2216,10879.95,285.0378
17836,29.559,48.265,2162,11033.87,285.3492
17840,29.556,48.258,2114,11087.88,285.6492
17844,29.554,48.252,2075,11032.56,286.0378
17848,29.552,48.247,2043,10906.3,286.3846
17852,29.55,48.242,2009,10711.85,286.6031
17856,29.548,48.236,1974,10503.81,286.8336
17860,29.546,48.23,1935,10337.17,286.5474
17864,29.544,48.224,1895,10231.72,286.6887
17868,29.542,48.218,1846,10181.52,287.273
17872,29.54,48.213,1792,10325.65,287.6887
17876,29.538,48.208,1743,10369.6,288.1887
17880,29.536,48.203,1685,10504.92,288.6182
17884,29.534,48.197,1625,10636.4,289.2474
17888,29.532,48.191,1562,10769.5,289.9764
17892,29.53,48.185,1504,10908.74,290.4051
17896,29.528,48.179,1451,10960.26,290.9051
17900,29.526,48.174,1397,11096.21,291.3336
17904,29.524,48.169,1350,11224.54,291.7618
17908,29.522,48.163,1295,11381.49,292.1754
17912,29.52,48.157,1238,11534.01,292.4031
17916,29.517,48.151,1182,11670.22,293.0305
17920,29.515,48.146,1129,11899.69,293.3846
